anime_id,name,genre,type,episodes,rating,members
16620,Robot King,"Action, Mecha",Movie,1,4.67,90
29375,Robot Pulta,"Adventure, Comedy, Kids, Mecha",TV,40,5,45
16566,Robot Taekwon V 3tan! Sujung Teukgongdae,"Action, Mecha, Sci-Fi",Movie,1,4.81,86
16490,Robot Taekwon V wa Hwanggeum Nalgae,Mecha,Movie,1,4.93,91
16562,Robot Taekwon V: Wooju Jakjeon,"Action, Mecha, Sci-Fi",Movie,1,4.88,88
19875,Robotan,"Comedy, Kids",TV,104,6.54,108
14781,Roboteuwang Sseonsyakeu,"Action, Mecha, Sci-Fi",Movie,1,2.49,121
33237,Romangeun Eobsda,Drama,Movie,1,6,53
20003,Roppou Yabure-kun,Slice of Life,TV,110,6.75,64
7211,Rose O&#039;Neill Kewpie,Comedy,TV,26,6.4,133
25623,Rouge: Lady&#039;s Comic Video,"Drama, Josei, Romance",OVA,2,7.33,144
9061,RPG Densetsu Hepoi,"Adventure, Fantasy",TV,50,6.89,158
31373,Rudolf to Ippaiattena,"Adventure, Kids",Movie,1,7.63,405
33710,Run &amp; Roll,Dementia,Movie,1,3.67,84
10653,Running Boy: Star Soldier no Himitsu,"Sci-Fi, Space",Movie,1,5.64,96
33535,Runningman,Slice of Life,ONA,1,4.7,48
9212,Ruri-iro Princess,"Romance, Shoujo",OVA,2,5.61,179
8567,Rusuban,"Fantasy, Kids",Movie,1,4.5,78
30138,Rusuden Hour: Sodan Brothers,Comedy,TV,25,7.67,51
33078,Ryoku Tama Shinshi,"Comedy, Demons",Movie,1,6,33
30204,Ryoukan-san,Historical,Movie,1,5.4,55
31547,Ryouma 30 Seconds,Historical,TV,5,8.8,54
8685,Ryuuichi Manga Gekijou Onbu Obake,Supernatural,TV,52,5.59,102
32559,Ryuuzou to Shichinin no Kobun-tachi x Frogman,Comedy,ONA,5,4.29,41
4940,Sabaku no Kaizoku! Captain Kuppa,"Action, Adventure",TV,26,7.16,212
23707,Sabaku no Kuni no Oujosama,"Adventure, Fantasy",OVA,1,6.4,65
17427,Sabaku no Takara no Shiro,Drama,OVA,1,5,69
5997,Sabu to Ichi Torimono Hikae,"Action, Adventure, Drama, Historical, Martial Arts, Police, Samurai, Shounen, Slice of Life",TV,52,7.1,494
33239,Saenggakboda Markeun,"Drama, Slice of Life",Movie,1,7.5,410
32397,Sagaken wo Meguru Animation,Slice of Life,Movie,2,6.24,535
29471,Saikin Ponta,"Kids, Slice of Life",TV,12,6,62
4574,Saikyou Robot Daioja,"Action, Mecha, Shounen",TV,50,6.64,219
8561,Saint Elmo: Hikari no Raihousha,Sci-Fi,Special,1,6.25,152
23593,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,"Drama, Slice of Life",OVA,1,6,62
33856,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen",Comedy,ONA,25,6,31
33857,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen Specials",Comedy,Special,4,4,26
25915,Sakura Capusule,"Kids, Slice of Life",OVA,1,6.07,282
3869,Sakura Momoko Gekijou: Coji-Coji,"Comedy, Fantasy",TV,100,6.65,186
15393,Sakura no Ondo,Drama,Movie,1,6.38,1498
29798,Sakura Yori Ai wo Nosete,Kids,Movie,1,4.15,96
5810,Sakuran Boy DT,"Comedy, Super Power",TV,11,5.93,254
13365,Samchongsa: Time Machine 001,"Adventure, Sci-Fi",Movie,1,4.3,94
29637,Samurai,"Drama, Romance",Movie,1,3.58,111
9993,Samuraider: Nazo no Tenkousei,"Action, Drama, Samurai",OVA,1,5.82,212
29559,San-biki no Koguma-san,Kids,Movie,1,3.63,80
21483,Sanchoume no Yuuhi,"Comedy, Slice of Life",TV,27,7.33,72
10077,Sango no Umi to Ouji,Fantasy,OVA,1,6.16,132
22973,Sangokushi,"Action, Historical",Special,1,7.86,68
7696,Sangokushi Daiichibu Eiyuu-tachi no Yoake,Historical,Movie,1,7.2,124
7697,Sangokushi Dainibu Choukou Moyu,"Action, Historical",Movie,1,7.03,177
7698,Sangokushi Daisanbu Harukanaru Taichi,"Action, Historical",Movie,1,7.07,150
8678,Sangokushi II: Amakakeru Otoko-tachi,"Action, Historical",Special,1,7.43,197
29547,Sanrio Christmas Fantasia,"Fantasy, Kids, Magic",OVA,1,6.86,55
29545,Santa Claus Tsukamaeta!,"Fantasy, Kids",OVA,1,5.75,42
22627,Santa-san to Tonakai Kuppi,"Fantasy, Kids",OVA,1,5.64,71
34191,Santa-san wa Dai Isogashi,"Fantasy, Kids",OVA,1,9,25
30378,Sanzoku Diary,"Seinen, Slice of Life",OVA,1,5.38,187
29675,Sarasoujuu no Hana no Iro,Drama,Movie,1,3.8,97
31052,Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle,"Adventure, Comedy, Shounen",Movie,1,5.33,77
22399,Saru Kani Gassen,Kids,OVA,1,5.23,62
30059,Saru Kani Gassen,Drama,Movie,1,4.75,76
33860,Saru Kani Gassen (Yokoku),Historical,ONA,1,2.84,38
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,"Comedy, Kids",OVA,1,5.25,49
28561,Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,"Drama, Kids",OVA,1,8.25,40
27681,Sasurai-kun,"Comedy, Slice of Life",TV,13,6,57
33824,Satoukibibatake,"Drama, Historical",OVA,1,8.5,21
32734,"Satto Anshin, SAT x Peeping Life","Comedy, Slice of Life",ONA,3,4.07,66
28017,Sayanora Kaba-kun,"Historical, Kids",Movie,1,5.75,47
29733,"Sayonara, Midori ga ike: Tobe! Tako Glider!!","Adventure, Kids",OVA,1,6.8,54
28615,Sazae-san: Dawn to Ikka de Hawaii Ryokou,"Comedy, Slice of Life",Special,1,6.14,107
4684,Scarecrowman,"Fantasy, Kids",TV,26,7.13,160
27961,Science Anime: Choudendou Monogatari,"Historical, Kids",Special,1,8,42
33318,Scripta Volant,,Movie,1,6.27,22
10850,Seibu Tetsudou Ekiin Tako-chan,"Comedy, Parody, Police, Slice of Life",ONA,12,4.12,99
16245,Seikimatsu Leader Gaiden Takeshi!,"Comedy, School, Shounen",Special,1,6.14,94
33163,Seishain Cyborg 003,Comedy,ONA,2,4.39,155
28693,Seisho Gensou Fu: Adam to Eve,Historical,Movie,1,6,61
32897,Seishun Anime Zenshuu Specials,"Drama, Historical",Special,2,5,50
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,2,6.22,162
29744,Seishun Midnight Runners: Shiosai,Music,Music,1,4.63,82
17835,Seito Shokun! Kokoro ni Midori no Neckerchief wo,"Comedy, School, Shoujo",Special,1,6.41,116
7216,Sekai Douwa Anime Zenshuu,"Adventure, Fantasy, Kids",OVA,10,5.66,161
7398,Sekai Meisaku Douwa,Fantasy,OVA,20,6.49,207
30028,Sekai Meisaku Douwa Series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",TV,4,6.71,103
10241,Sekai Monoshiri Ryoko,Comedy,TV,1006,5.92,153
25607,Sekai no Fushigi Tanken Series,"Adventure, Fantasy, Historical",TV,10,6.2,50
22523,Sekai no Hikari: Shinran Shounin,Historical,OVA,6,5.75,53
27379,Sekai no Ouja: King Kong Taikai,"Adventure, Sci-Fi",Special,1,6,57
19167,Senbon Matsubara,"Drama, Historical",Movie,1,6.31,89
16788,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,"Action, Adventure, Mecha",OVA,3,4.93,113
10820,Sengoku Majin Goushougun (Movie),"Mecha, Parody, Sci-Fi",Movie,1,6.48,198
8955,Senjutsu Choukoukaku Orion,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,1,5.47,244
20797,Sennen no Yakusoku,"Kids, Slice of Life",OVA,1,4.75,65
8041,Sennin Buraku,"Comedy, Ecchi",TV,23,5.76,213
32583,Sense Honma ni Honma,"Kids, Music, School",Music,1,4.18,67
25035,Sensou ga Owatta Natsu ni 1945 Karafuto,"Drama, Historical",Movie,1,7.5,56
29647,Sensuikan Cassiopeia,Dementia,Movie,1,3.35,85
25329,Sensuikan ni Koi wo Shita Kujira no Hanashi,Kids,Movie,1,5.25,86
2096,Sequence,"Romance, Sci-Fi, Shoujo",OVA,1,5.64,152
28887,Setsuzoku Muyou,Comedy,TV,26,4.5,93
32627,Shaka no Shougai,Historical,Movie,1,9,31
15961,Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen",OVA,4,7.6,169
30097,Shan T Lao Fu Zi,"Action, Comedy, Seinen",Movie,1,6.52,77
33906,Shangri-La (Music),Music,Music,1,3.54,55
27811,Shaolin Wuzang,"Action, Demons, Historical, Martial Arts, Samurai, Supernatural",TV,26,7.19,151
31264,Shashinki,Dementia,Movie,1,3.26,86
31265,Shashinki 87,Dementia,Movie,1,3.41,85
25979,Sheep in the Island,Comedy,Special,2,5.09,67
26007,SheepWolf,"Comedy, Kids",ONA,1,4.54,65
33760,Shen Ming Zhi Zhou,"Adventure, Fantasy",ONA,12,7,52
32796,Shenmi Shijie Lixian Ji,"Adventure, Comedy, Fantasy",Movie,1,9,37
32797,Shenmi Shijie Lixian Ji 2,"Adventure, Comedy, Fantasy",Movie,1,6.75,36
33193,Shi Wan Ge Leng Xiaohua,"Comedy, Parody",ONA,12,6.67,114
33195,Shi Wan Ge Leng Xiaohua,"Action, Adventure, Comedy, Fantasy, Parody",Movie,1,7.07,110
33194,Shi Wan Ge Leng Xiaohua 2nd Season,"Comedy, Parody",ONA,13,6.33,77
33196,Shi Wan Ge Leng Xiaohua Di 3rd Season,"Comedy, Parody",ONA,Unknown,7.08,144
10506,Shiawase Haitatsu Taneko,Comedy,TV,Unknown,6.5,152
9404,Shiawase no Katachi,Comedy,OVA,4,6.69,85
25093,Shiawase no Ouji,Kids,Movie,1,6.57,65
30201,Shiawase no Tokei,Music,Music,1,4.35,73
18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",OVA,2,6,161
1739,Shibawanko no Wa no Kokoro,Kids,TV,80,6.27,369
30983,Shibuzome Ikki: Ashita ni Kakeru Niji,"Historical, Kids",OVA,1,5.67,35
24441,Shiden Pilot,"Action, Cars",Special,1,4.69,66
33801,Shiguang Guiyu,"Drama, Supernatural",ONA,10,7,188
30447,Shika to Kanta,"Adventure, Kids",OVA,1,7,47
33538,Shima Kousaku no Asia Risshi-den,"Drama, Seinen",TV,26,6,92
33539,Shima Kousaku no Asia Risshi-den Specials,"Drama, Seinen",Special,4,5.67,24
33540,Shima Kousaku no Asia Shinseki-den,"Cars, Drama, Seinen",TV,Unknown,7,165
18939,Shimajirou Hesoka,"Adventure, Comedy, Fantasy, Kids, Magic",TV,101,6.6,87
18941,Shimajirou no Wow!,"Adventure, Comedy, Fantasy, Kids, Magic",TV,Unknown,6.5,105
32014,Shimajirou to Ehon no Kuni,"Action, Comedy, Fantasy, Kids",Movie,1,8,58
18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",Movie,1,6.17,87
20963,Shimajirou to Kujira no Uta,"Adventure, Comedy, Fantasy, Kids",Movie,1,4.75,90
28293,Shimajirou to Ookinaki,"Adventure, Kids",Movie,1,4.75,78
9885,Shin Bikkuriman,"Comedy, Fantasy",TV,72,5.29,110
21547,Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,6,5,69
21487,Shin Dokonjou Gaeru,"Comedy, Slice of Life",TV,30,7.18,75
21489,Shin Dokonjou Gaeru: Dokonjou Yumemakura,"Comedy, Slice of Life",Movie,1,5.9,66
23393,Shin Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,73,6.48,103
25065,Shin Dousei Jidai: Hawaiian Breeze,"Drama, Romance",OVA,1,6.5,79
17221,Shin Kabukichou Story Hana no Asukagumi!,"Adventure, Drama, Shoujo",OVA,1,6,122
33132,Shin Kachikachi Yama,Fantasy,Movie,1,7.5,37
10304,Shin Karate Jigoku-hen,"Action, Martial Arts",OVA,2,5.87,137
15875,Shin Kyojin no Hoshi,Sports,TV,52,6.77,165
16486,Shin Kyojin no Hoshi II,Sports,TV,23,6.91,145
7980,Shin Obake no Q-tarou,"Comedy, School, Slice of Life, Supernatural",TV,70,5.78,124
9749,Shin Otokogi,Seinen,OVA,2,7.08,85
17315,Shin Pro Golfer Saru,"Kids, Sports",TV,10,7,69
30045,Shin Saru Kani Gassen,Drama,Movie,1,4.39,86
22401,Shin Saru Kani Gassen (1939),Kids,Movie,1,5.13,68
22657,Shin Seikimatsu: Yatsuto no Souguu,"Comedy, Sci-Fi",ONA,5,4.9,73
16510,Shin Shounan Bakusouzoku Arakure Knight,Adventure,OVA,2,6.06,122
22997,Shin Skyers 5,"Action, Sci-Fi",TV,26,6.25,68
15823,Shin Takarajima,"Adventure, Kids",Special,1,5.65,106
26223,Shin-chan ga Naita!,"Drama, Kids",OVA,1,6.83,55
26157,Shin-chan no Sanrinsha,"Historical, Kids",OVA,1,6.67,67
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,4.61,104
15579,Shinkai Densetsu Meremanoid,"Adventure, Fantasy",TV,24,6,163
22313,Shinken Densetsu: Tight Road,"Action, Martial Arts",TV,13,5.67,103
26159,Shinken Seminar Koukou Kouza,"School, Shounen",ONA,1,6.06,149
7052,Shinshuu Sudama-hen,"Action, Historical, Martial Arts, Samurai, Seinen",OVA,4,6.41,252
31508,Shinya Doubutsuen,,Movie,1,6.29,32
10633,Shiodome Cable TV,Comedy,TV,22,5.35,114
26263,Shiokari Touge,"Drama, Kids",OVA,1,6,45
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"Mecha, Sports",OVA,5,6.94,137
9546,Shirahata no Shoujo Ryuuko,Drama,Movie,1,7.19,120
30939,Shiranpuri,"Drama, School",OVA,1,6.18,155
2712,Shiratori Reiko de Gozaimasu!,"Comedy, Romance",OVA,1,5.44,158
30208,Shiritori Mambo,"Kids, Music",Music,1,5.33,45
29401,Shiritori Oukoku,Kids,TV,3,4.71,48
33415,Shiritsu Liyon Gakuen,"Comedy, School",ONA,Unknown,5.75,57
6091,Shiritsu Tantai: Toki Shouzou Trouble Note - Hard &amp; Loose,"Action, Mystery",OVA,1,5.96,152
29389,Shiro Hon,"Adventure, Kids",TV,6,6.5,44
5933,Shiroi Kiba White Fang Monogatari,"Adventure, Drama, Historical",Special,1,6.63,185
33484,Shiroi Zou,"Action, Historical, Kids",Movie,1,4.71,45
30070,Shiroi Zou (1981),"Action, Historical",Movie,1,4.71,73
22683,Shiroishi no Yousei Pichi,"Fantasy, Historical, Kids",ONA,3,4.53,104
22995,Shisei Sasshin,Slice of Life,Movie,1,8.67,51
19981,Shisukon Ouji,Adventure,TV,14,7,65
10756,Shitakiri Suzume,Drama,Movie,1,5.93,90
29741,Shitamachi Alien PapiPipiPupi,Sci-Fi,ONA,13,7,43
9349,Shizukanaru Don: Yakuza Side Story,"Action, Comedy, Drama, Seinen",OVA,1,5.67,130
24789,Shoko Nakagawa Prism Tour Special,Music,Special,1,5.55,149
31942,Shooting Hero,"Kids, Music, Sports",Music,1,4.92,46
30960,Shou-chan Sora wo Tobu,"Horror, Sci-Fi",Movie,1,5.5,55
9879,Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!,Kids,OVA,1,4.91,92
10369,Shougeki Shinsengumi,"Comedy, Historical",OVA,1,6.26,84
7092,Shoujo Fight: Norainu-tachi no Odekake,"Comedy, School, Seinen, Sports",OVA,1,5.14,358
25075,Shoukoushi Cedie Specials,"Drama, Shoujo, Slice of Life",Special,2,7.2,82
33199,Shounen Ashibe,Comedy,OVA,6,6,52
8829,Shounen Ashibe (TV),"Comedy, Slice of Life",TV,37,6,188
8832,Shounen Ashibe 2,"Comedy, Slice of Life",TV,25,5.63,125
32884,Shounen Ashibe 2: Ashibe no Kanashii Yume,"Comedy, Slice of Life",OVA,1,5,38
33200,Shounen Ashibe Anzen Kyouiku Anime,Kids,OVA,2,5.6,43
26151,Shounen H ga Mita Sensou,"Historical, Kids",OVA,1,5.6,49
30940,Shounen Muku Hatojuu Monogatari,"Drama, Kids",OVA,1,6,37
13307,Shounen Ninja Kaze no Fujimaru,"Action, Adventure, Samurai, Shounen",TV,65,5.29,189
19983,Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Samurai, Shounen",Movie,1,5.8,90
7639,Shounen Santa no Daibouken!,"Adventure, Fantasy, Shounen",TV,24,6.12,114
31321,Shounen to Sakura,"Drama, Historical, Kids",OVA,1,6.83,49
20223,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",TV,20,7,94
19887,Shouri Toushu,Sports,Movie,1,7.17,80
27963,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Shounen,Special,1,7.33,64
17211,Shouwa Ahozoushi Akanuke Ichiban!,"Comedy, Shoujo",TV,22,7.28,246
33855,Show By Rock!! x Joysound,"Comedy, Music",ONA,Unknown,6.32,704
33757,Shuang Yue Zhi Chengi,"Military, Sci-Fi",ONA,12,5.75,81
24085,Shura ga Yuku,"Drama, Seinen",OVA,1,5.4,75
30982,Shutter Chance,"Drama, Kids",OVA,1,4.75,42
32226,Shuugou no Kangae,"Dementia, Kids",Movie,1,3.21,55
10541,Shuukan Shimakou,Comedy,TV,11,5.32,251
11611,Shuukan Shimakou Special,Comedy,ONA,1,5.09,97
11609,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy,TV,11,5.52,130
13551,Shuukan Storyland,"Comedy, Drama, Seinen, Slice of Life",TV,56,6.27,143
1863,Silk Road Shounen Yuuto,"Adventure, Fantasy, Historical",TV,26,5.92,235
32369,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,"Adventure, Fantasy, Historical",Special,1,5.75,47
32888,Sinbad,Adventure,Movie,1,5.09,452
31829,Sinbad: Mahou no Lamp to Ugoku Shima,Adventure,Movie,1,6.17,622
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,Movie,1,6.41,881
32609,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Adventure,Special,1,5.29,159
2101,Singles,"Romance, Shoujo",OVA,1,5.32,161
32757,Skirt,Music,Music,1,4.93,74
11405,Skyers 5,"Action, Sci-Fi",TV,12,6.11,116
28019,Slippy Dandy,"Action, Kids, Mystery",TV,4,5.75,50
26321,Soba no Hana Saita Hi,"Drama, Kids",OVA,1,6.2,45
19999,Sobakasu Pucchi,"Adventure, Comedy, Kids",TV,162,7.18,72
10774,Soccer Fever,"Historical, Sports",TV,51,6.47,166
8143,Sockies: Frontier Quest,Comedy,TV,39,5,123
31450,Sol,"Dementia, Music",Music,1,3.77,88
16804,Solar I.II.III,"Action, Mecha, Shounen",Movie,1,5.3,106
28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",OVA,1,7.33,38
23979,Something Great Chizu ni Nai Machi,Slice of Life,Movie,1,8.2,70
28555,Son Gokuu no Hi no Youjin,"Drama, Fantasy, Kids",OVA,1,8,53
30933,Son Gokuu no Koutsuu Rule Shugyou Chuu,"Drama, Fantasy, Kids",OVA,1,7,39
24669,Son Gokuu Silk Road wo Tobu!!,"Adventure, Fantasy",Special,1,5.33,68
16814,Son Gokuu War and the Stars,"Action, Adventure, Space",Movie,1,3.57,88
30082,Sonna Boku ga Suki,"Kids, Music",Music,1,4.06,68
18283,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,1,3.42,68
18303,Sonyeon 007 Jihajeguk,"Action, Adventure, Sci-Fi, Shounen",Movie,1,4.7,62
22393,Sora e,"Fantasy, Kids, Music",Music,1,5.56,116
22791,Sora Iro Hana Iro,"Drama, Slice of Life",Movie,1,6.25,55
31948,Sora no Arawashi,"Action, Drama",Movie,1,6.17,51
21517,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,Kids,OVA,1,4.73,64
21941,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy, Kids",Special,1,5.82,74
16988,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,"Comedy, Fantasy, Kids",Special,1,5.64,85
21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy, Kids",Movie,1,5.06,76
27499,Sore Ike! Anpanman: Anpanman to Kaizoku Lobster,"Adventure, Fantasy, Kids",Special,1,5.5,70
21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",Movie,1,4.94,75
21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy, Kids",OVA,2,5.07,72
27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Adventure, Fantasy, Kids",Movie,1,6.5,73
21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy, Kids",Movie,1,5.12,80
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids",Movie,1,5.89,124
21943,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy, Kids",Movie,1,5.35,76
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy, Kids",Movie,1,5.25,73
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,"Comedy, Fantasy, Kids",Movie,1,5.74,132
27371,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",Movie,1,5.3,71
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",Movie,1,5.19,87
22037,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"Comedy, Fantasy, Kids, Sci-Fi",Movie,1,5.64,68
17004,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1,5.69,81
21947,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids",Movie,1,5.47,74
17215,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",Movie,1,5.35,82
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",Movie,1,5.55,66
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"Comedy, Fantasy, Kids",Movie,1,5.38,71
21953,Sore Ike! Anpanman: Horrorman to Hora Horako,"Comedy, Fantasy, Kids",Movie,1,5.71,72
18591,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,"Fantasy, Kids, Magic",Movie,1,5.55,85
27491,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,"Comedy, Fantasy, Kids",Movie,1,5.47,106
27495,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,"Adventure, Fantasy, Kids",Movie,1,6.18,83
27571,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Fantasy, Kids",Special,1,5.44,67
27497,Sore Ike! Anpanman: Kieta Jam Ojisan,"Adventure, Fantasy, Kids",Special,1,5.8,69
16163,Sore Ike! Anpanman: Kirakira Boshi no Namida,"Adventure, Comedy, Kids, Super Power",Movie,1,6.07,121
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy, Kids",Movie,1,5.33,70
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy, Kids",Special,1,5.33,66
21959,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"Comedy, Fantasy, Kids",Movie,1,5.68,80
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy, Kids",Movie,1,5.61,113
22035,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"Comedy, Fantasy, Kids",Movie,1,4.94,89
29901,Sore Ike! Anpanman: Mija to Mahou no Lamp,"Comedy, Fantasy, Kids",Movie,1,6.75,85
21291,Sore Ike! Anpanman: Minami no Umi wo Sukue!,"Comedy, Fantasy, Kids",Special,1,5.5,88
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy, Kids",Movie,1,5.35,88
18355,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,"Comedy, Fantasy, Kids",Movie,1,6,93
9446,Sore Ike! Anpanman: Niji no Pyramid,"Comedy, Kids",Movie,1,5.58,126
9451,Sore Ike! Anpanman: Ningyohime no Namida,"Comedy, Kids",Movie,1,5.88,120
32676,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy, Kids",Movie,1,7.25,72
19433,Sore Ike! Anpanman: Omusubiman,Kids,Movie,1,5.33,83
27373,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",OVA,12,5.64,66
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy, Kids",OVA,2,5.74,76
27683,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,"Comedy, Fantasy, Kids",Movie,1,4.83,74
23617,Sore Ike! Anpanman: Ringo Boy to Minna no Negai,"Comedy, Fantasy, Kids",Movie,1,6.44,73
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",Movie,1,6.24,97
21293,Sore Ike! Anpanman: Shabondama no Purun,"Comedy, Fantasy, Kids",Movie,1,5.41,73
17006,Sore Ike! Anpanman: Sing! Dance! Everybody&#039;s Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1,5.06,81
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,"Comedy, Fantasy, Kids",Movie,1,5.93,115
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,"Comedy, Fantasy, Kids",Movie,1,5.14,107
20113,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,"Adventure, Kids",Movie,1,4.74,81
21295,Sore Ike! Anpanman: Tenohira wo Taiyou ni,"Comedy, Fantasy, Kids",Movie,1,4.94,77
18357,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids",Movie,1,5.43,87
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,"Comedy, Fantasy, Kids",Movie,1,5.54,113
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy, Kids",Movie,1,5,73
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,"Comedy, Fantasy, Kids",Movie,1,6.73,130
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",Movie,1,5.39,107
21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",Movie,1,5.2,73
14381,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",Movie,1,5.59,104
21967,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,"Comedy, Fantasy, Kids",Movie,1,5.88,74
21969,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"Comedy, Fantasy, Kids",Movie,1,6.05,87
21971,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"Comedy, Fantasy, Kids",Movie,1,5.38,75
27493,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,"Comedy, Fantasy, Kids",Special,1,5.38,63
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids",Movie,1,6.43,117
